date,exchange_rate_to_euro,country,currency
2023-03-27,0.18,Brazil,BRL
2023-03-27,0.68,Canada,CAD
2023-03-27,0.13,Denmark,DKK
2023-03-27,0.01,Japan,JPY
2023-03-27,0.09,Norway,NOK
2023-03-27,0.7,Singapore,SGD
2023-03-27,0.09,Sweden,SEK
2023-03-27,1.14,UK,GBP
2023-03-27,0.93,USA,USD
2023-03-28,0.62,Australia,AUD
2023-03-28,0.18,Brazil,BRL
2023-03-28,0.68,Canada,CAD
2023-03-28,0.13,Denmark,DKK
2023-03-28,0.01,Japan,JPY
2023-03-28,0.09,Norway,NOK
2023-03-28,0.69,Singapore,SGD
2023-03-28,0.09,Sweden,SEK
2023-03-28,1.14,UK,GBP
2023-03-28,0.92,USA,USD
2023-03-29,0.62,Australia,AUD
2023-03-29,0.18,Brazil,BRL
2023-03-29,0.68,Canada,CAD
2023-03-29,0.13,Denmark,DKK
2023-03-29,0.01,Japan,JPY
2023-03-29,0.09,Norway,NOK
2023-03-29,0.69,Singapore,SGD
2023-03-29,0.09,Sweden,SEK
2023-03-29,1.14,UK,GBP
2023-03-29,0.92,USA,USD
2023-03-30,0.61,Australia,AUD
2023-03-30,0.18,Brazil,BRL
2023-03-30,0.68,Canada,CAD
2023-03-30,0.13,Denmark,DKK
2023-03-30,0.01,Japan,JPY
2023-03-30,0.09,Norway,NOK
2023-03-30,0.69,Singapore,SGD
2023-03-30,0.09,Sweden,SEK
2023-03-30,1.13,UK,GBP
2023-03-30,0.92,USA,USD
2023-03-31,0.62,Australia,AUD
2023-03-31,0.18,Brazil,BRL
2023-03-31,0.68,Canada,CAD
2023-03-31,0.13,Denmark,DKK
2023-03-31,0.01,Japan,JPY
2023-03-31,0.09,Norway,NOK
2023-03-31,0.69,Singapore,SGD
2023-03-31,0.09,Sweden,SEK
2023-03-31,1.14,UK,GBP
2023-03-31,0.92,USA,USD
2023-04-03,0.61,Australia,AUD
2023-04-03,0.18,Brazil,BRL
2023-04-03,0.68,Canada,CAD
2023-04-03,0.13,Denmark,DKK
2023-04-03,0.01,Japan,JPY
2023-04-03,0.09,Norway,NOK
2023-04-03,0.69,Singapore,SGD
2023-04-03,0.09,Sweden,SEK
2023-04-03,1.14,UK,GBP
2023-04-03,0.92,USA,USD
2023-04-04,0.62,Australia,AUD
2023-04-04,0.18,Brazil,BRL
2023-04-04,0.68,Canada,CAD
2023-04-04,0.13,Denmark,DKK
2023-04-04,0.01,Japan,JPY
2023-04-04,0.09,Norway,NOK
2023-04-04,0.69,Singapore,SGD
2023-04-04,0.09,Sweden,SEK
2023-04-04,1.15,UK,GBP
2023-04-04,0.92,USA,USD
2023-04-05,0.62,Australia,AUD
2023-04-05,0.18,Brazil,BRL
2023-04-05,0.68,Canada,CAD
2023-04-05,0.13,Denmark,DKK
2023-04-05,0.01,Japan,JPY
2023-04-05,0.09,Norway,NOK
2023-04-05,0.69,Singapore,SGD
2023-04-05,0.09,Sweden,SEK
2023-04-05,1.14,UK,GBP
2023-04-05,0.91,USA,USD
2023-04-06,0.61,Australia,AUD
2023-04-06,0.18,Brazil,BRL
2023-04-06,0.68,Canada,CAD
2023-04-06,0.68,Denmark,DKK
2023-04-06,0.01,Japan,JPY
2023-04-06,0.01,Norway,NOK
2023-04-06,0.69,Singapore,SGD
2023-04-06,0.09,Sweden,SEK
2023-04-06,1.14,UK,GBP
2023-04-06,0.92,USA,USD
2023-04-07,0.64,Australia,AUD
2023-04-07,0.64,Brazil,BRL
2023-04-07,0.64,Canada,CAD
2023-04-07,0.64,Denmark,DKK
2023-04-07,0.64,Japan,JPY
2023-04-07,0.64,Norway,NOK
2023-04-07,0.64,Singapore,SGD
2023-04-07,0.64,Sweden,SEK
2023-04-07,0.64,UK,GBP
2023-04-07,0.64,USA,USD
2023-04-10,0.64,Australia,AUD
2023-04-10,0.64,Brazil,BRL
2023-04-10,0.64,Canada,CAD
2023-04-10,0.64,Denmark,DKK
2023-04-10,0.64,Japan,JPY
2023-04-10,0.64,Norway,NOK
2023-04-10,0.64,Singapore,SGD
2023-04-10,0.64,Sweden,SEK
2023-04-10,0.64,UK,GBP
2023-04-10,0.64,USA,USD
2023-04-11,0.61,Australia,AUD
2023-04-11,0.18,Brazil,BRL
2023-04-11,0.68,Canada,CAD
2023-04-11,0.13,Denmark,DKK
2023-04-11,0.01,Japan,JPY
2023-04-11,0.09,Norway,NOK
2023-04-11,0.69,Singapore,SGD
2023-04-11,0.09,Sweden,SEK
2023-04-11,1.14,UK,GBP
2023-04-11,0.92,USA,USD
2023-04-12,0.61,Australia,AUD
2023-04-12,0.19,Brazil,BRL
2023-04-12,0.68,Canada,CAD
2023-04-12,0.13,Denmark,DKK
2023-04-12,0.01,Japan,JPY
2023-04-12,0.09,Norway,NOK
2023-04-12,0.69,Singapore,SGD
2023-04-12,0.09,Sweden,SEK
2023-04-12,1.14,UK,GBP
2023-04-12,0.92,USA,USD
2023-04-13,0.61,Australia,AUD
2023-04-13,0.18,Brazil,BRL
2023-04-13,0.68,Canada,CAD
2023-04-13,0.13,Denmark,DKK
2023-04-13,0.01,Japan,JPY
2023-04-13,0.09,Norway,NOK
2023-04-13,0.68,Singapore,SGD
2023-04-13,0.09,Sweden,SEK
2023-04-13,1.14,UK,GBP
2023-04-13,0.91,USA,USD
2023-04-14,0.61,Australia,AUD
2023-04-14,0.18,Brazil,BRL
2023-04-14,0.68,Canada,CAD
2023-04-14,0.13,Denmark,DKK
2023-04-14,0.01,Japan,JPY
2023-04-14,0.09,Norway,NOK
2023-04-14,0.68,Singapore,SGD
2023-04-14,0.09,Sweden,SEK
2023-04-14,1.13,UK,GBP
2023-04-14,0.9,USA,USD
2023-04-17,0.61,Australia,AUD
2023-04-17,0.18,Brazil,BRL
2023-04-17,0.68,Canada,CAD
2023-04-17,0.13,Denmark,DKK
2023-04-17,0.01,Japan,JPY
2023-04-17,0.09,Norway,NOK
2023-04-17,0.68,Singapore,SGD
2023-04-17,0.09,Sweden,SEK
2023-04-17,1.13,UK,GBP
2023-04-17,0.91,USA,USD
2023-04-18,0.61,Australia,AUD
2023-04-18,0.18,Brazil,BRL
2023-04-18,0.68,Canada,CAD
2023-04-18,0.13,Denmark,DKK
2023-04-18,0.01,Japan,JPY
2023-04-18,0.09,Norway,NOK
2023-04-18,0.68,Singapore,SGD
2023-04-18,0.09,Sweden,SEK
2023-04-18,1.13,UK,GBP
2023-04-18,0.91,USA,USD
2023-04-19,0.62,Australia,AUD
2023-04-19,0.18,Brazil,BRL
2023-04-19,0.68,Canada,CAD
2023-04-19,0.13,Denmark,DKK
2023-04-19,0.01,Japan,JPY
2023-04-19,0.09,Norway,NOK
2023-04-19,0.69,Singapore,SGD
2023-04-19,0.09,Sweden,SEK
2023-04-19,1.14,UK,GBP
2023-04-19,0.91,USA,USD
2023-04-20,0.61,Australia,AUD
2023-04-20,0.18,Brazil,BRL
2023-04-20,0.18,Canada,CAD
2023-04-20,0.13,Denmark,DKK
2023-04-20,0.01,Japan,JPY
2023-04-20,0.09,Norway,NOK
2023-04-20,0.68,Singapore,SGD
2023-04-20,0.09,Sweden,SEK
2023-04-20,1.14,UK,GBP
2023-04-20,0.91,USA,USD
2023-04-21,0.61,Australia,AUD
2023-04-21,0.61,Brazil,BRL
2023-04-21,0.67,Canada,CAD
2023-04-21,0.13,Denmark,DKK
2023-04-21,0.01,Japan,JPY
2023-04-21,0.09,Norway,NOK
2023-04-21,0.68,Singapore,SGD
2023-04-21,0.09,Sweden,SEK
2023-04-21,1.13,UK,GBP
2023-04-21,0.91,USA,USD
2023-04-24,0.61,Australia,AUD
2023-04-24,0.18,Brazil,BRL
2023-04-24,0.67,Canada,CAD
2023-04-24,0.13,Denmark,DKK
2023-04-24,0.01,Japan,JPY
2023-04-24,0.09,Norway,NOK
2023-04-24,0.68,Singapore,SGD
2023-04-24,0.09,Sweden,SEK
2023-04-24,1.13,UK,GBP
2023-04-24,0.91,USA,USD
2023-04-25,0.64,Australia,AUD
2023-04-25,0.18,Brazil,BRL
2023-04-25,0.67,Canada,CAD
2023-04-25,0.13,Denmark,DKK
2023-04-25,0.01,Japan,JPY
2023-04-25,0.09,Norway,NOK
2023-04-25,0.68,Singapore,SGD
2023-04-25,0.09,Sweden,SEK
2023-04-25,1.13,UK,GBP
2023-04-25,0.91,USA,USD
2023-04-26,0.6,Australia,AUD
2023-04-26,0.18,Brazil,BRL
2023-04-26,0.66,Canada,CAD
2023-04-26,0.13,Denmark,DKK
2023-04-26,0.01,Japan,JPY
2023-04-26,0.09,Norway,NOK
2023-04-26,0.68,Singapore,SGD
2023-04-26,0.09,Sweden,SEK
2023-04-26,1.13,UK,GBP
2023-04-26,0.91,USA,USD
2023-04-27,0.6,Australia,AUD
2023-04-27,0.18,Brazil,BRL
2023-04-27,0.67,Canada,CAD
2023-04-27,0.13,Denmark,DKK
2023-04-27,0.01,Japan,JPY
2023-04-27,0.09,Norway,NOK
2023-04-27,0.68,Singapore,SGD
2023-04-27,0.09,Sweden,SEK
2023-04-27,1.13,UK,GBP
2023-04-27,0.91,USA,USD
2023-04-28,0.6,Australia,AUD
2023-04-28,0.18,Brazil,BRL
2023-04-28,0.67,Canada,CAD
2023-04-28,0.13,Denmark,DKK
2023-04-28,0.01,Japan,JPY
2023-04-28,0.08,Norway,NOK
2023-04-28,0.68,Singapore,SGD
2023-04-28,0.09,Sweden,SEK
2023-04-28,1.14,UK,GBP
2023-04-28,0.91,USA,USD
2023-05-01,0.64,Australia,AUD
2023-05-01,0.64,Brazil,BRL
2023-05-01,0.64,Canada,CAD
2023-05-01,0.64,Denmark,DKK
2023-05-01,0.64,Japan,JPY
2023-05-01,0.64,Norway,NOK
2023-05-01,0.64,Singapore,SGD
2023-05-01,0.64,Sweden,SEK
2023-05-01,0.64,UK,GBP
2023-05-01,0.64,USA,USD
2023-05-02,0.61,Australia,AUD
2023-05-02,0.18,Brazil,BRL
2023-05-02,0.67,Canada,CAD
2023-05-02,0.13,Denmark,DKK
2023-05-02,0.01,Japan,JPY
2023-05-02,0.09,Norway,NOK
2023-05-02,0.68,Singapore,SGD
2023-05-02,0.09,Sweden,SEK
2023-05-02,1.14,UK,GBP
2023-05-02,0.91,USA,USD
2023-05-03,0.6,Australia,AUD
2023-05-03,0.18,Brazil,BRL
2023-05-03,0.67,Canada,CAD
2023-05-03,0.13,Denmark,DKK
2023-05-03,1,Japan,JPY
2023-05-03,0.08,Norway,NOK
2023-05-03,0.68,Singapore,SGD
2023-05-03,0.09,Sweden,SEK
2023-05-03,1.13,UK,GBP
2023-05-03,0.91,USA,USD
2023-05-04,0.6,Australia,AUD
2023-05-04,0.18,Brazil,BRL
2023-05-04,0.67,Canada,CAD
2023-05-04,0.13,Denmark,DKK
2023-05-04,1,Japan,JPY
2023-05-04,0.08,Norway,NOK
2023-05-04,0.68,Singapore,SGD
2023-05-04,0.09,Sweden,SEK
2023-05-04,1.14,UK,GBP
2023-05-04,0.9,USA,USD
2023-05-05,0.61,Australia,AUD
2023-05-05,0.18,Brazil,BRL
2023-05-05,0.68,Canada,CAD
2023-05-05,0.68,Denmark,DKK
2023-05-05,1,Japan,JPY
2023-05-05,0.09,Norway,NOK
2023-05-05,0.69,Singapore,SGD
2023-05-05,0.09,Sweden,SEK
2023-05-05,1.15,UK,GBP
2023-05-05,0.91,USA,USD
2023-05-08,0.61,Australia,AUD
2023-05-08,0.18,Brazil,BRL
2023-05-08,0.68,Canada,CAD
2023-05-08,0.13,Denmark,DKK
2023-05-08,0.01,Japan,JPY
2023-05-08,0.09,Norway,NOK
2023-05-08,0.68,Singapore,SGD
2023-05-08,0.09,Sweden,SEK
2023-05-08,0.09,UK,GBP
2023-05-08,0.91,USA,USD
2023-05-09,0.62,Australia,AUD
2023-05-09,0.18,Brazil,BRL
2023-05-09,0.68,Canada,CAD
2023-05-09,0.13,Denmark,DKK
2023-05-09,0.01,Japan,JPY
2023-05-09,0.09,Norway,NOK
2023-05-09,0.69,Singapore,SGD
2023-05-09,0.09,Sweden,SEK
2023-05-09,1.15,UK,GBP
2023-05-09,0.91,USA,USD
2023-05-10,0.62,Australia,AUD
2023-05-10,0.18,Brazil,BRL
2023-05-10,0.68,Canada,CAD
2023-05-10,0.13,Denmark,DKK
2023-05-10,0.01,Japan,JPY
2023-05-10,0.09,Norway,NOK
2023-05-10,0.69,Singapore,SGD
2023-05-10,0.09,Sweden,SEK
2023-05-10,1.15,UK,GBP
2023-05-10,0.91,USA,USD
2023-05-11,0.62,Australia,AUD
2023-05-11,0.18,Brazil,BRL
2023-05-11,0.68,Canada,CAD
2023-05-11,0.13,Denmark,DKK
2023-05-11,0.01,Japan,JPY
2023-05-11,0.09,Norway,NOK
2023-05-11,0.69,Singapore,SGD
2023-05-11,0.09,Sweden,SEK
2023-05-11,1.15,UK,GBP
2023-05-11,0.91,USA,USD
2023-05-12,0.61,Australia,AUD
2023-05-12,0.19,Brazil,BRL
2023-05-12,0.68,Canada,CAD
2023-05-12,0.13,Denmark,DKK
2023-05-12,0.01,Japan,JPY
2023-05-12,0.09,Norway,NOK
2023-05-12,0.69,Singapore,SGD
2023-05-12,0.09,Sweden,SEK
2023-05-12,1.15,UK,GBP
2023-05-12,0.92,USA,USD
2023-05-15,0.61,Australia,AUD
2023-05-15,0.19,Brazil,BRL
2023-05-15,0.68,Canada,CAD
2023-05-15,0.13,Denmark,DKK
2023-05-15,0.01,Japan,JPY
2023-05-15,0.09,Norway,NOK
2023-05-15,0.69,Singapore,SGD
2023-05-15,0.09,Sweden,SEK
2023-05-15,1.15,UK,GBP
2023-05-15,0.92,USA,USD
2023-05-16,0.61,Australia,AUD
2023-05-16,0.19,Brazil,BRL
2023-05-16,0.68,Canada,CAD
2023-05-16,0.13,Denmark,DKK
2023-05-16,0.01,Japan,JPY
2023-05-16,0.09,Norway,NOK
2023-05-16,0.69,Singapore,SGD
2023-05-16,0.09,Sweden,SEK
2023-05-16,1.15,UK,GBP
2023-05-16,0.92,USA,USD
2023-05-17,0.61,Australia,AUD
2023-05-17,0.19,Brazil,BRL
2023-05-17,0.69,Canada,CAD
2023-05-17,0.13,Denmark,DKK
2023-05-17,0.01,Japan,JPY
2023-05-17,0.01,Norway,NOK
2023-05-17,0.69,Singapore,SGD
2023-05-17,0.09,Sweden,SEK
2023-05-17,1.15,UK,GBP
2023-05-17,0.92,USA,USD
2023-05-18,0.61,Australia,AUD
2023-05-18,0.19,Brazil,BRL
2023-05-18,0.69,Canada,CAD
2023-05-18,0.69,Denmark,DKK
2023-05-18,0.01,Japan,JPY
2023-05-18,0.01,Norway,NOK
2023-05-18,0.69,Singapore,SGD
2023-05-18,1,Sweden,SEK
2023-05-18,1.15,UK,GBP
2023-05-18,0.92,USA,USD
2023-05-19,0.61,Australia,AUD
2023-05-19,0.19,Brazil,BRL
2023-05-19,0.69,Canada,CAD
2023-05-19,0.69,Denmark,DKK
2023-05-19,0.01,Japan,JPY
2023-05-19,0.09,Norway,NOK
2023-05-19,0.69,Singapore,SGD
2023-05-19,0.09,Sweden,SEK
2023-05-19,1.15,UK,GBP
2023-05-19,0.93,USA,USD
2023-05-22,0.61,Australia,AUD
2023-05-22,0.19,Brazil,BRL
2023-05-22,0.19,Canada,CAD
2023-05-22,0.13,Denmark,DKK
2023-05-22,0.01,Japan,JPY
2023-05-22,0.08,Norway,NOK
2023-05-22,0.69,Singapore,SGD
2023-05-22,0.09,Sweden,SEK
2023-05-22,1.15,UK,GBP
2023-05-22,0.92,USA,USD
2023-05-23,0.62,Australia,AUD
2023-05-23,0.19,Brazil,BRL
2023-05-23,0.69,Canada,CAD
2023-05-23,0.13,Denmark,DKK
2023-05-23,0.01,Japan,JPY
2023-05-23,0.08,Norway,NOK
2023-05-23,0.69,Singapore,SGD
2023-05-23,0.09,Sweden,SEK
2023-05-23,1.15,UK,GBP
2023-05-23,0.93,USA,USD
2023-05-24,0.61,Australia,AUD
2023-05-24,0.19,Brazil,BRL
2023-05-24,0.68,Canada,CAD
2023-05-24,0.13,Denmark,DKK
2023-05-24,0.01,Japan,JPY
2023-05-24,0.08,Norway,NOK
2023-05-24,0.69,Singapore,SGD
2023-05-24,0.09,Sweden,SEK
2023-05-24,1.15,UK,GBP
2023-05-24,0.93,USA,USD
2023-05-25,0.61,Australia,AUD
2023-05-25,0.19,Brazil,BRL
2023-05-25,0.68,Canada,CAD
2023-05-25,0.13,Denmark,DKK
2023-05-25,0.01,Japan,JPY
2023-05-25,0.08,Norway,NOK
2023-05-25,0.69,Singapore,SGD
2023-05-25,0.09,Sweden,SEK
2023-05-25,1.15,UK,GBP
2023-05-25,0.93,USA,USD
2023-05-26,0.61,Australia,AUD
2023-05-26,0.19,Brazil,BRL
2023-05-26,0.68,Canada,CAD
2023-05-26,0.13,Denmark,DKK
2023-05-26,0.01,Japan,JPY
2023-05-26,0.08,Norway,NOK
2023-05-26,0.69,Singapore,SGD
2023-05-26,0.09,Sweden,SEK
2023-05-26,1.15,UK,GBP
2023-05-26,0.93,USA,USD
2023-05-30,0.61,Australia,AUD
2023-05-30,0.18,Brazil,BRL
2023-05-30,0.68,Canada,CAD
2023-05-30,0.13,Denmark,DKK
2023-05-30,0.01,Japan,JPY
2023-05-30,0.08,Norway,NOK
2023-05-30,0.69,Singapore,SGD
2023-05-30,0.09,Sweden,SEK
2023-05-30,1.16,UK,GBP
2023-05-30,0.93,USA,USD
2023-05-31,0.61,Australia,AUD
2023-05-31,0.18,Brazil,BRL
2023-05-31,0.69,Canada,CAD
2023-05-31,0.13,Denmark,DKK
2023-05-31,0.01,Japan,JPY
2023-05-31,0.08,Norway,NOK
2023-05-31,0.69,Singapore,SGD
2023-05-31,0.09,Sweden,SEK
2023-05-31,1.16,UK,GBP
2023-05-31,0.94,USA,USD
2023-06-01,0.61,Australia,AUD
2023-06-01,0.19,Brazil,BRL
2023-06-01,0.69,Canada,CAD
2023-06-01,0.13,Denmark,DKK
2023-06-01,0.01,Japan,JPY
2023-06-01,0.08,Norway,NOK
2023-06-01,0.69,Singapore,SGD
2023-06-01,0.09,Sweden,SEK
2023-06-01,1.17,UK,GBP
2023-06-01,0.93,USA,USD
2023-06-02,0.61,Australia,AUD
2023-06-02,0.19,Brazil,BRL
2023-06-02,0.69,Canada,CAD
2023-06-02,0.13,Denmark,DKK
2023-06-02,0.01,Japan,JPY
2023-06-02,0.08,Norway,NOK
2023-06-02,0.08,Singapore,SGD
2023-06-02,0.09,Sweden,SEK
2023-06-02,1.16,UK,GBP
2023-06-02,0.93,USA,USD
2023-06-05,0.62,Australia,AUD
2023-06-05,0.19,Brazil,BRL
2023-06-05,0.7,Canada,CAD
2023-06-05,0.7,Denmark,DKK
2023-06-05,0.01,Japan,JPY
2023-06-05,0.08,Norway,NOK
2023-06-05,0.69,Singapore,SGD
2023-06-05,0.09,Sweden,SEK
2023-06-05,1.16,UK,GBP
2023-06-05,0.94,USA,USD
2023-06-06,0.62,Australia,AUD
2023-06-06,0.19,Brazil,BRL
2023-06-06,0.7,Canada,CAD
2023-06-06,0.13,Denmark,DKK
2023-06-06,0.01,Japan,JPY
2023-06-06,0.08,Norway,NOK
2023-06-06,0.69,Singapore,SGD
2023-06-06,1,Sweden,SEK
2023-06-06,1.16,UK,GBP
2023-06-06,0.94,USA,USD
2023-06-07,0.62,Australia,AUD
2023-06-07,0.19,Brazil,BRL
2023-06-07,0.7,Canada,CAD
2023-06-07,0.13,Denmark,DKK
2023-06-07,0.01,Japan,JPY
2023-06-07,0.08,Norway,NOK
2023-06-07,0.69,Singapore,SGD
2023-06-07,0.09,Sweden,SEK
2023-06-07,1.16,UK,GBP
2023-06-07,0.93,USA,USD
2023-06-08,0.62,Australia,AUD
2023-06-08,0.62,Brazil,BRL
2023-06-08,0.7,Canada,CAD
2023-06-08,0.13,Denmark,DKK
2023-06-08,0.01,Japan,JPY
2023-06-08,0.09,Norway,NOK
2023-06-08,0.69,Singapore,SGD
2023-06-08,0.09,Sweden,SEK
2023-06-08,1.16,UK,GBP
2023-06-08,0.93,USA,USD
2023-06-09,0.64,Australia,AUD
2023-06-09,0.64,Brazil,BRL
2023-06-09,0.64,Canada,CAD
2023-06-09,0.64,Denmark,DKK
2023-06-09,0.01,Japan,JPY
2023-06-09,0.01,Norway,NOK
2023-06-09,0.01,Singapore,SGD
2023-06-09,1,Sweden,SEK
2023-06-09,1.16,UK,GBP
2023-06-09,0.93,USA,USD
2023-06-12,0.64,Australia,AUD
2023-06-12,0.19,Brazil,BRL
2023-06-12,0.69,Canada,CAD
2023-06-12,0.13,Denmark,DKK
2023-06-12,0.01,Japan,JPY
2023-06-12,0.09,Norway,NOK
2023-06-12,0.69,Singapore,SGD
2023-06-12,0.09,Sweden,SEK
2023-06-12,1.17,UK,GBP
2023-06-12,0.93,USA,USD
2023-06-13,0.63,Australia,AUD
2023-06-13,0.19,Brazil,BRL
2023-06-13,0.7,Canada,CAD
2023-06-13,0.13,Denmark,DKK
2023-06-13,0.01,Japan,JPY
2023-06-13,0.09,Norway,NOK
2023-06-13,0.69,Singapore,SGD
2023-06-13,0.09,Sweden,SEK
2023-06-13,1.16,UK,GBP
2023-06-13,0.93,USA,USD
2023-06-14,0.63,Australia,AUD
2023-06-14,0.19,Brazil,BRL
2023-06-14,0.7,Canada,CAD
2023-06-14,0.13,Denmark,DKK
2023-06-14,0.01,Japan,JPY
2023-06-14,0.09,Norway,NOK
2023-06-14,0.69,Singapore,SGD
2023-06-14,0.09,Sweden,SEK
2023-06-14,1.17,UK,GBP
2023-06-14,0.93,USA,USD
2023-06-15,0.63,Australia,AUD
2023-06-15,0.19,Brazil,BRL
2023-06-15,0.7,Canada,CAD
2023-06-15,0.13,Denmark,DKK
2023-06-15,0.01,Japan,JPY
2023-06-15,0.09,Norway,NOK
2023-06-15,0.69,Singapore,SGD
2023-06-15,0.09,Sweden,SEK
2023-06-15,1.17,UK,GBP
2023-06-15,0.92,USA,USD
2023-06-16,0.63,Australia,AUD
2023-06-16,0.19,Brazil,BRL
2023-06-16,0.69,Canada,CAD
2023-06-16,0.13,Denmark,DKK
2023-06-16,0.01,Japan,JPY
2023-06-16,0.09,Norway,NOK
2023-06-16,0.68,Singapore,SGD
2023-06-16,0.09,Sweden,SEK
2023-06-16,1.17,UK,GBP
2023-06-16,0.91,USA,USD
2023-06-20,0.62,Australia,AUD
2023-06-20,0.19,Brazil,BRL
2023-06-20,0.69,Canada,CAD
2023-06-20,0.13,Denmark,DKK
2023-06-20,0.01,Japan,JPY
2023-06-20,0.09,Norway,NOK
2023-06-20,0.68,Singapore,SGD
2023-06-20,0.09,Sweden,SEK
2023-06-20,1.17,UK,GBP
2023-06-20,0.91,USA,USD
2023-06-21,0.62,Australia,AUD
2023-06-21,0.19,Brazil,BRL
2023-06-21,0.69,Canada,CAD
2023-06-21,0.13,Denmark,DKK
2023-06-21,0.01,Japan,JPY
2023-06-21,0.09,Norway,NOK
2023-06-21,0.68,Singapore,SGD
2023-06-21,0.08,Sweden,SEK
2023-06-21,1.16,UK,GBP
2023-06-21,0.92,USA,USD
2023-06-22,0.62,Australia,AUD
2023-06-22,0.19,Brazil,BRL
2023-06-22,0.69,Canada,CAD
2023-06-22,0.13,Denmark,DKK
2023-06-22,0.01,Japan,JPY
2023-06-22,0.09,Norway,NOK
2023-06-22,0.68,Singapore,SGD
2023-06-22,0.09,Sweden,SEK
2023-06-22,1.17,UK,GBP
2023-06-22,0.91,USA,USD
2023-06-23,0.62,Australia,AUD
2023-06-23,0.19,Brazil,BRL
2023-06-23,0.7,Canada,CAD
2023-06-23,0.13,Denmark,DKK
2023-06-23,0.01,Japan,JPY
2023-06-23,0.08,Norway,NOK
2023-06-23,0.68,Singapore,SGD
2023-06-23,1,Sweden,SEK
2023-06-23,1.17,UK,GBP
2023-06-23,0.92,USA,USD
2023-06-26,0.61,Australia,AUD
2023-06-26,0.19,Brazil,BRL
2023-06-26,0.7,Canada,CAD
2023-06-26,0.13,Denmark,DKK
2023-06-26,0.01,Japan,JPY
2023-06-26,0.09,Norway,NOK
2023-06-26,0.68,Singapore,SGD
2023-06-26,0.09,Sweden,SEK
2023-06-26,1.16,UK,GBP
2023-06-26,0.92,USA,USD
2023-06-27,0.61,Australia,AUD
2023-06-27,0.19,Brazil,BRL
2023-06-27,0.69,Canada,CAD
2023-06-27,0.13,Denmark,DKK
2023-06-27,0.01,Japan,JPY
2023-06-27,0.09,Norway,NOK
2023-06-27,0.68,Singapore,SGD
2023-06-27,0.09,Sweden,SEK
2023-06-27,1.16,UK,GBP
2023-06-27,0.91,USA,USD
2023-06-28,0.61,Australia,AUD
2023-06-28,0.19,Brazil,BRL
2023-06-28,0.69,Canada,CAD
2023-06-28,0.13,Denmark,DKK
2023-06-28,0.01,Japan,JPY
2023-06-28,0.08,Norway,NOK
2023-06-28,0.68,Singapore,SGD
2023-06-28,0.09,Sweden,SEK
2023-06-28,1.16,UK,GBP
2023-06-28,0.91,USA,USD
2023-06-29,0.6,Australia,AUD
2023-06-29,0.19,Brazil,BRL
2023-06-29,0.69,Canada,CAD
2023-06-29,0.13,Denmark,DKK
2023-06-29,0.01,Japan,JPY
2023-06-29,0.09,Norway,NOK
2023-06-29,0.09,Singapore,SGD
2023-06-29,0.08,Sweden,SEK
2023-06-29,1.16,UK,GBP
2023-06-29,0.91,USA,USD
2023-06-30,0.61,Australia,AUD
2023-06-30,0.19,Brazil,BRL
2023-06-30,0.7,Canada,CAD
2023-06-30,0.14,Denmark,DKK
2023-06-30,0.01,Japan,JPY
2023-06-30,0.09,Norway,NOK
2023-06-30,0.68,Singapore,SGD
2023-06-30,0.08,Sweden,SEK
2023-06-30,1.16,UK,GBP
2023-06-30,0.92,USA,USD
2023-07-05,0.61,Australia,AUD
2023-07-05,0.19,Brazil,BRL
2023-07-05,0.69,Canada,CAD
2023-07-05,0.13,Denmark,DKK
2023-07-05,0.01,Japan,JPY
2023-07-05,0.09,Norway,NOK
2023-07-05,0.68,Singapore,SGD
2023-07-05,0.08,Sweden,SEK
2023-07-05,1.17,UK,GBP
2023-07-05,0.92,USA,USD
2023-07-06,0.61,Australia,AUD
2023-07-06,0.19,Brazil,BRL
2023-07-06,0.69,Canada,CAD
2023-07-06,0.13,Denmark,DKK
2023-07-06,0.01,Japan,JPY
2023-07-06,0.09,Norway,NOK
2023-07-06,0.68,Singapore,SGD
2023-07-06,0.08,Sweden,SEK
2023-07-06,1.17,UK,GBP
2023-07-06,0.92,USA,USD
2023-07-07,0.61,Australia,AUD
2023-07-07,0.19,Brazil,BRL
2023-07-07,0.69,Canada,CAD
2023-07-07,0.13,Denmark,DKK
2023-07-07,0.01,Japan,JPY
2023-07-07,0.09,Norway,NOK
2023-07-07,0.68,Singapore,SGD
2023-07-07,0.08,Sweden,SEK
2023-07-07,1.17,UK,GBP
2023-07-07,0.92,USA,USD
2023-07-10,0.61,Australia,AUD
2023-07-10,0.19,Brazil,BRL
2023-07-10,0.69,Canada,CAD
2023-07-10,0.13,Denmark,DKK
2023-07-10,0.01,Japan,JPY
2023-07-10,0.09,Norway,NOK
2023-07-10,0.68,Singapore,SGD
2023-07-10,0.08,Sweden,SEK
2023-07-10,1.17,UK,GBP
2023-07-10,0.91,USA,USD
2023-07-11,0.61,Australia,AUD
2023-07-11,0.19,Brazil,BRL
2023-07-11,0.69,Canada,CAD
2023-07-11,0.13,Denmark,DKK
2023-07-11,0.01,Japan,JPY
2023-07-11,0.09,Norway,NOK
2023-07-11,0.68,Singapore,SGD
2023-07-11,0.08,Sweden,SEK
2023-07-11,1.17,UK,GBP
2023-07-11,0.91,USA,USD
2023-07-12,0.61,Australia,AUD
2023-07-12,0.19,Brazil,BRL
2023-07-12,0.69,Canada,CAD
